feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,target
3.4577482187748383,0.33366426118671955,-2.5667225025926466,-0.14656915419830852,-0.12543286265299713,-0.19552088987267258,-2.6569163512443907,-1.6905276437404335,-1.293285256014514,0.3528823147861195,1.5349772578445537,0.7765685740617629,-0.545546172593574,-1.3426662632518216,1.3415654819809009,1.8398250524743216,-2.683012951855717,-0.1783156809008798,-0.25799094736351835,-1.2706061367092412,0
-1.933776770416998,-4.2350404423820915,-2.3975639899091523,6.013499722600878,-0.6623041650429603,4.257843260012661,5.06933460000944,2.6646667792296697,1.5555292984813294,0.11721529439666767,-0.40796733209303615,0.39376398946767055,-0.2466358530269694,-0.218728400216553,1.7689243790114788,1.5055384662546691,3.1054310470403306,-0.5184799465127898,-1.2020979353032537,-0.46459193631940854,2
1.0343049486727172,-0.22627768510189306,-0.11821712421149261,3.9010014819029313,2.410756437224782,1.4272768448618116,-2.4439846839218804,-0.37460261538664974,-0.1339936529218948,-0.8809380152746713,-0.2949531613464089,-0.03481157066167484,2.349974486186724,-0.7622773663637834,0.2076911239013231,1.5114380359365458,-1.569813202097448,-0.07204200235641234,-2.120815089078335,0.32883168468927515,2
5.56157294983007,1.7696878730960548,1.2002764448224348,-3.4871061967316144,1.973615195387148,-1.7855966097275837,-3.814598741780267,-1.7627761471744954,3.2185837509846706,-2.0382804050194543,2.0976366150674615,2.763397918769461,-0.19759296063294687,-0.06286216285270983,0.8975719601897459,-1.2558313719992893,0.03064548072658636,-1.3699383045269669,-0.10539307012910393,-1.1156983249726335,1
2.442760750147523,-2.002980930322641,4.184451850861325,1.3630453494445516,1.0600217390709923,-0.37690798539986825,2.300823155526829,-0.9781079415910179,0.6122364185922091,-0.39707468146320307,2.150616761491928,-2.308120097670754,0.5261685817056289,-1.5151654666050949,0.29236152157836404,-0.2176195911131984,3.2327645015097906,0.740899796676248,-0.5829399527181869,-1.1824497459389285,1
-4.099012197527344,-1.6764561459330174,-0.39206420732068215,4.178302847956413,-1.6192425218282023,2.955283737973832,5.468249678213764,1.9227934523821935,1.7013955819446331,0.2065696801445694,-1.9804272918061698,-2.503546259374979,-1.485655499492098,-0.07417963984338605,0.9618628306510899,1.6617148240579094,4.059197172792458,-1.4661115798740532,-1.6283514858029917,0.6901881620911555,2
2.0833290984724857,0.05665746810301309,-3.7507764578057836,-3.310902233949098,-3.568952648175414,-1.3060320422219198,1.4450121307050734,0.11363956245707407,-0.8113001786642334,0.11427265992868325,2.6759971322862417,-0.7847167889154547,-1.8526603239723536,0.8138856487128693,0.8215501731802358,1.2482546900238853,1.2349549737789687,0.11536157613322785,1.218016703175632,-2.402934807699288,0
1.9043328439305343,1.387092436234492,-4.969306040201285,-4.71771569268294,2.3340145406621158,-0.3395995656138424,-11.393651979102719,3.0961673410245956,-1.3193754384791196,0.6889959462443453,4.508088147011419,3.0302795605292268,-1.6866655687028371,0.48595167095797076,-0.22596345769928491,-1.905050828803025,-7.456040568323451,-0.9231637797389002,-0.49592749862610686,2.7005788547874188,1
-7.792320434681897,1.7687233312244608,-1.4239359638975844,-2.324659619676725,-1.0756000561500012,2.88498032683762,-0.04887482790055656,3.949622261136682,-2.586822189780171,0.6384421456431495,-0.5025963956858972,-1.1831306668201278,-0.0739196939682966,-0.010356993931561679,1.122542795506654,-5.154482255575297,1.7836582800696106,-0.21856899833167284,-0.5770707699884309,-0.4002168465893544,1
-2.4013442404516483,-3.517663323921895,-6.822356378391675,0.34913119505634893,-3.9836905529738837,5.055491067442138,1.498195079276069,1.3301944366045775,1.3526263758133483,-0.5922810960742466,-0.8498551081976184,5.303090221954519,-0.25446067528543365,-0.17005071377640224,0.09354542107829379,0.31039378507115023,-2.974415550911914,-0.1854783071949178,0.4229432379017761,2.056488126049477,2
